customer_id,2018-01-01 00:00:00+00:00,2018-02-01 00:00:00+00:00,2018-03-01 00:00:00+00:00,2018-04-01 00:00:00+00:00,2018-05-01 00:00:00+00:00,2018-06-01 00:00:00+00:00,2018-07-01 00:00:00+00:00,2018-08-01 00:00:00+00:00,2018-09-01 00:00:00+00:00,2018-10-01 00:00:00+00:00,2018-11-01 00:00:00+00:00,2018-12-01 00:00:00+00:00,2019-01-01 00:00:00+00:00,2019-02-01 00:00:00+00:00,2019-03-01 00:00:00+00:00,2019-04-01 00:00:00+00:00,2019-05-01 00:00:00+00:00,2019-06-01 00:00:00+00:00,2019-07-01 00:00:00+00:00,2019-08-01 00:00:00+00:00,2019-09-01 00:00:00+00:00,2019-10-01 00:00:00+00:00,2019-11-01 00:00:00+00:00,2019-12-01 00:00:00+00:00,2020-01-01 00:00:00+00:00,2020-02-01 00:00:00+00:00,2020-03-01 00:00:00+00:00,2020-04-01 00:00:00+00:00,2020-05-01 00:00:00+00:00,2020-06-01 00:00:00+00:00,2020-07-01 00:00:00+00:00,2020-08-01 00:00:00+00:00,2020-09-01 00:00:00+00:00,2020-10-01 00:00:00+00:00,2020-11-01 00:00:00+00:00,2020-12-01 00:00:00+00:00,2021-01-01 00:00:00+00:00,2021-02-01 00:00:00+00:00,2021-03-01 00:00:00+00:00,2021-04-01 00:00:00+00:00,2021-05-01 00:00:00+00:00,2021-06-01 00:00:00+00:00,2021-07-01 00:00:00+00:00,2021-08-01 00:00:00+00:00,2021-09-01 00:00:00+00:00,2021-10-01 00:00:00+00:00,2021-11-01 00:00:00+00:00,2021-12-01 00:00:00+00:00,2022-01-01 00:00:00+00:00,2022-02-01 00:00:00+00:00,2022-03-01 00:00:00+00:00,2022-04-01 00:00:00+00:00,2022-05-01 00:00:00+00:00,2022-06-01 00:00:00+00:00,2022-07-01 00:00:00+00:00,2022-08-01 00:00:00+00:00,2022-09-01 00:00:00+00:00,2022-10-01 00:00:00+00:00,2022-11-01 00:00:00+00:00,2022-12-01 00:00:00+00:00
47,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,
49,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,26.0,26.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,
50,,,,0.0,,,,,0.0,0.0,0.0,,23.75,0.0,0.0,,0.0,,,,0.0,,,0.0,,,,,,,0.0,,,,,,,,0.0,0.0,,,0.0,,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,
52,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,
53,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,52.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,
54,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,570.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,50.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,
55,,,,,,0.0,,,,0.0,,,,,,,,,,0.0,,,,0.0,,,,0.0,,,,,,0.0,,,23.75,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,23.75,,0.0,0.0,0.0,0.0,0.0,0.0,,,,,
56,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,26.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,
63,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,
67,,,,,0.0,,,,0.0,0.0,0.0,23.75,23.75,,,23.75,,23.75,23.75,,,,,23.75,23.75,,23.75,,23.75,0.0,0.0,,23.75,23.75,23.75,23.75,,,23.75,23.75,23.75,,0.0,,,0.0,0.0,,0.0,23.75,23.75,0.0,23.75,23.75,0.0,23.75,,,,
70,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,390.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,494.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,208.0,0.0,208.0,0.0,0.0,0.0,0.0,,,,,
74,,,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,0.0,23.75,23.75,23.75,23.75,23.75,47.5,,,,23.75,,23.75,0.0,23.75,,23.75,,,,,0.0,,0.0,0.0,,,,0.0,,0.0,,0.0,0.0,0.0,0.0,23.75,23.75,0.0,,,,,
75,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,182.0,0.0,0.0,0.0,0.0,182.0,234.0,0.0,0.0,234.0,0.0,0.0,260.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,
79,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,47.5,23.75,0.0,0.0,0.0,23.75,47.5,0.0,23.75,23.75,47.5,0.0,23.75,23.75,0.0,0.0,0.0,23.75,0.0,23.75,23.75,47.5,0.0,23.75,0.0,47.5,23.75,47.5,23.75,47.5,23.75,47.5,0.0,47.5,23.75,0.0,47.5,47.5,47.5,23.75,71.25,47.5,47.5,71.25,47.5,71.25,47.5,47.5,47.5
82,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,
101,,,,0.0,,0.0,,,,,,,,,,,,0.0,,,,,0.0,,,,,,,,,,0.0,,,,,0.0,0.0,,0.0,,,24.5,,0.0,0.0,,,0.0,0.0,0.0,0.0,,0.0,,,,,
102,,0.0,0.0,,0.0,0.0,,,,0.0,0.0,24.5,0.0,,0.0,0.0,0.0,,11.025,,0.0,,0.0,0.0,,0.0,0.0,,,0.0,0.0,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.25,23.275,24.5,0.0,0.0,0.0,0.0,0.0,47.775,24.5,22.05,0.0,0.0,,,,,
103,0.0,,0.0,,0.0,0.0,0.0,0.0,,0.0,,,0.0,0.0,0.0,0.0,0.0,,12.5,,0.0,0.0,0.0,0.0,,0.0,0.0,,,0.0,0.0,,0.0,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,11.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,23.75,0.0,,,,,
107,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,47.5,,,0.0,0.0,0.0,0.0,23.275,,32.5,,0.0,41.25,,,15.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,47.5,18.75,23.75,23.75,20.0,0.0,43.75,0.0,0.0,0.0,17.5,88.75,23.75,23.75,,,,,
115,0.0,0.0,0.0,,0.0,,0.0,0.0,,0.0,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,0.0,,,23.75,0.0,,,23.75,,23.75,,0.0,,0.0,,0.0,0.0,0.0,,23.75,23.75,0.0,23.75,23.75,,23.75,23.75,23.75,0.0,0.0,23.75,0.0,,,,,
117,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,52.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,
118,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,26.0,0.0,0.0,0.0,0.0,0.0,0.0,52.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,52.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,
119,,,,,0.0,,,,0.0,,,,,0.0,,,,,,0.0,,,,0.0,,,,,,,,0.0,,,,0.0,,,,0.0,,,0.0,,,0.0,,,23.75,,,,0.0,0.0,0.0,,,,,
121,,0.0,,,,,0.0,,0.0,,,0.0,,,0.0,,0.0,,0.0,,0.0,,0.0,0.0,,,,,,,0.0,,,,,,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,23.275,0.0,23.275,,,,
122,0.0,0.0,0.0,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,23.75,0.0,0.0,12.5,23.75,0.0,0.0,23.75,0.0,0.0,0.0,,,,,
123,,,,,0.0,,0.0,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,,0.0,0.0,0.0,0.0,,0.0,,0.0,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,
124,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,23.75,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,
125,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,
130,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,23.75,0.0,0.0,0.0,0.0,23.75,71.25,95.0,95.0,142.5,95.0,118.75,0.0,0.0,0.0,0.0,118.75,118.75,,,,,
131,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,47.5,0.0,0.0,0.0,0.0,0.0,47.5,47.5,0.0,47.5,23.75,71.25,0.0,0.0,0.0,23.75,71.25,23.75,23.75,,,,
136,,,,,,,,,0.0,0.0,0.0,56.7,0.0,0.0,78.0,78.0,0.0,0.0,104.0,104.0,130.0,104.0,104.0,104.0,78.0,78.0,130.0,104.0,104.0,78.0,26.0,0.0,130.0,78.0,130.0,104.0,104.0,104.0,130.0,104.0,78.0,26.0,0.0,104.0,260.0,208.0,260.0,180.999,234.0,208.0,260.0,208.0,182.0,260.0,208.0,,,,,
137,,,,,,,,,,,,,,,,0.0,,0.0,,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,,0.0,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,23.75,0.0,0.0,0.0,0.0,,,,,
141,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,6.25,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.5,13.75,,,,,
142,,,,,,,,,,,,,,0.0,,12.25,0.0,,0.0,,9.8,,,0.0,24.5,,12.25,24.5,24.5,,,,,,,13.475,0.0,,12.25,0.0,0.0,0.0,19.6,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,4.9,0.0,0.0,24.5,,,,,
144,,,,,,,,,,,,,,,,12.5,,0.0,0.0,,15.0,,,,0.0,,12.5,,,0.0,0.0,,5.0,21.25,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.75,0.0,0.0,0.0,,0.0,24.0,0.0,0.0,18.75,0.0,0.0,25.0,,,,,
146,,0.0,,0.0,0.0,0.0,0.0,,0.0,0.0,,,0.0,18.375,,,,0.0,,,0.0,,0.0,,0.0,0.0,47.5,0.0,,,,0.0,0.0,,0.0,0.0,25.0,,0.0,50.0,0.0,0.0,48.75,0.0,0.0,0.0,23.75,0.0,0.0,47.5,0.0,0.0,23.75,0.0,25.0,25.0,,,,
148,0.0,,,0.0,,,0.0,,,,0.0,,,0.0,,0.0,,0.0,,,,0.0,,,,0.0,,,,0.0,,,,0.0,,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,
152,,,,,,,,,,,,,,,,,0.0,0.0,2640.0,1320.0,0.0,1320.0,1320.0,1020.0,1380.0,2640.0,2640.0,1320.0,1320.0,900.0,1080.0,2640.0,1320.0,2640.0,1320.0,2640.0,2640.0,1320.0,2640.0,3960.0,2640.0,1980.0,960.0,2640.0,2640.0,2640.0,2280.0,2340.0,2400.0,2400.0,2640.0,783.5,0.0,960.0,2640.0,,,,,
153,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,390.0,0.0,450.0,240.0,150.0,405.0,240.0,150.0,360.0,390.0,300.0,210.0,270.0,270.0,450.0,420.0,270.0,390.0,390.0,,,,,
154,,,,,,,,,,,,,,,,,210.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,288.0,0.0,0.0,240.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,120.0,0.0,300.0,0.0,0.0,0.0,210.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,
155,,,,,,,,,,,,,,,,0.0,985.02,0.0,0.0,810.0,0.0,960.0,0.0,0.0,750.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,780.0,0.0,840.0,750.0,0.0,0.0,870.0,990.0,0.0,585.0,0.0,960.0,0.0,0.0,0.0,630.0,0.0,630.0,0.0,0.0,720.0,0.0,,,,,
156,,,,,,,,,,,,,,,,,0.0,690.0,0.0,0.0,0.0,780.0,0.0,630.0,570.0,0.0,480.0,270.0,60.0,802.0,624.0,712.0,930.0,0.0,0.0,870.0,1260.0,0.0,0.0,1020.0,1080.0,740.0,350.0,0.0,60.0,0.0,865.0,510.0,450.0,0.0,0.0,0.0,240.0,0.0,330.0,,,,,
158,0.0,0.0,0.0,0.0,0.0,,,,,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,30.0,0.0,,,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,
159,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,90.0,1800.0,0.0,0.0,0.0,150.0,0.0,3390.0,120.0,2400.0,0.0,120.0,1290.0,0.0,0.0,0.0,1260.0,1260.0,2385.0,2650.0,2530.0,1445.0,3460.0,1265.0,1895.0,2850.0,1470.0,690.0,600.0,930.0,660.0,180.0,630.0,0.0,360.0,0.0,90.0,0.0,420.0,390.0,540.0,660.0,360.0,0.0,,,,,
161,,,0.0,,0.0,,,,,,,0.0,,,0.0,,,,,,0.0,,,,,,,,0.0,,,,,0.0,,,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,
163,0.0,,,0.0,,0.0,0.0,,,,,,0.0,,,,,0.0,0.0,,,,,,0.0,,2.45,,,,,,,,0.0,7.35,7.35,,7.35,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,
165,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,,,,0.0,0.0,0.0,,,0.0,0.0,,,0.0,0.0,,0.0,,,,,,0.0,,,,0.0,10.0,10.0,,0.0,0.0,0.0,10.0,15.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,
169,0.0,,0.0,0.0,0.0,,0.0,,,,,,0.0,,0.0,,,,24.5,,11.025,,,,,0.0,0.0,,18.375,,,,,,,14.7,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,
170,,,0.0,0.0,0.0,,0.0,,,,,,,,0.0,,,,,,12.5,,,,,0.0,0.0,,0.0,0.0,,,,0.0,,10.0,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,
171,0.0,,,,0.0,,,0.0,,,,0.0,,0.0,,7.35,,0.0,,,0.0,,,,,,,9.8,0.0,,,,,0.0,8.575,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,
172,,0.0,,,0.0,,0.0,,,,,,,0.0,,12.5,,0.0,,0.0,,,,,16.25,,,0.0,0.0,0.0,,,,17.5,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,
173,,,0.0,,0.0,,0.0,0.0,,,0.0,,0.0,0.0,,0.0,,0.0,,7.35,,0.0,,0.0,0.0,,0.0,,,,0.0,,12.25,,0.0,0.0,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.025,0.0,0.0,11.025,0.0,0.0,11.025,,,,,
174,0.0,,0.0,,0.0,,0.0,0.0,,,0.0,,10.0,0.0,,0.0,,0.0,,11.25,,0.0,,0.0,0.0,,0.0,,,,0.0,,10.0,,0.0,0.0,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,0.0,0.0,8.57,0.0,0.0,8.75,,,,,
179,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3000.0,0.0,0.0,0.0,0.0,0.0,2640.0,2640.0,0.0,2610.0,0.0,2160.0,0.0,300.0,3240.0,3240.0,2760.0,3000.0,3420.0,3120.0,3660.0,2700.0,1260.0,1980.0,2160.0,1560.0,2340.0,1260.0,2100.0,0.0,1740.0,900.0,1860.0,1560.0,1440.0,1620.0,1620.0,1680.0,0.0,1800.0,1620.0,,,,
